Account Name,Settle CCY,Swap ID,Reference Account ID,Settle Date,Cancel,ISIN,RIC,Security Description,Open Trade,Close Trade,Open Quantity,Close Quantity,Open Price,Close Price,Open Trade Value,Close Trade Value,Gross PnL,Open Commission,Close Commission,Net PnL
BLUEHARBOUR MAP I LP-ZENTIFIC,USD,629756,310129645,10/07/2024,,TH0268010Z11,ADVANC_f.BK,ADVANCED INFO SERVICE PCL COM STK THB 1,531593863,531593862,(100),100,7.9700,7.9434,(797.00),794.34,2.66,0.00,0.00,2.66
BLUEHARBOUR MAP I LP-ZENTIFIC,USD,629818,310129645,10/07/2024,,SG1M51904654,CMLT.SI,CAPITALAND INTEGRATED COMMERCIAL TRUST C,531598009,531598010,100,(100),1.6521,1.6428,165.21,(164.28),(0.93),0.00,0.00,(0.93)
New Holland TAF - Zentific PRT,USD,558383,910062475,10/04/2024,,SG1BA1000003,AEM.SI,AEM HOLDINGS LTD COM STK SGD,498701640,531391482,(200),200,0.0000,1.1152,0.00,223.03,(223.03),0.00,0.00,(223.03)
New Holland TAF - Zentific PRT,USD,558383,910062475,10/04/2024,,SG1BA1000003,AEM.SI,AEM HOLDINGS LTD COM STK SGD,489909820,531391482,(8200),8200,1.6912,1.1152,(13868.07),9144.37,4723.69,0.00,0.00,4723.69
New Holland TAF - Zentific PRT,USD,558383,910062475,10/04/2024,,SG1AF5000000,IFAS.SI,IFAST CORPORATION LTD COM STK SGD,529898870,531391530,(1800),1800,5.6992,5.6887,(10258.51),10239.70,18.81,0.00,0.00,18.81
New Holland TAF - Zentific PRT,USD,558383,910062475,10/04/2024,,SG1AF5000000,IFAS.SI,IFAST CORPORATION LTD COM STK SGD,526720420,531391530,(1000),1000,5.3885,5.6887,(5388.55),5688.72,(300.17),0.00,0.00,(300.17)
New Holland TAF - Zentific PRT,USD,558383,910062475,10/07/2024,,SG2D54973185,SHEN.SI,SHENG SIONG GROUP LTD COM STK SGD,429726386,531594798,(5500),5500,1.2215,1.1890,(6717.98),6539.74,178.24,0.00,0.00,178.24
New Holland TAF - Zentific PRT,USD,558383,910062475,10/07/2024,,SG2D54973185,SHEN.SI,SHENG SIONG GROUP LTD COM STK SGD,484791601,531594798,(36600),36600,1.1437,1.1890,(41857.95),43519.03,(1661.08),0.00,0.00,(1661.08)
New Holland TAF - Zentific PRT,USD,558383,910062475,10/07/2024,,SG2D54973185,SHEN.SI,SHENG SIONG GROUP LTD COM STK SGD,477181531,531594798,(7300),7300,1.1607,1.1890,(8473.35),8680.02,(206.67),0.00,0.00,(206.67)
New Holland TAF - Zentific PRT,USD,558384,910062475,10/04/2024,,TH8859010010,SISB_f.BK,SISB PCL COM STK THB .5,524441786,531385753,14400,(14400),0.9014,1.0757,12979.83,(15490.09),2510.26,0.00,0.00,2510.26
New Holland TAF - Zentific PRT,USD,558384,910062475,10/04/2024,,TH0796010013,TOP_f.BK,THAI OIL PCL COM STK THB 10,525180711,531389923,9600,(9600),1.6245,1.5556,15595.39,(14933.32),(662.07),0.00,0.00,(662.07)
New Holland TAF - Zentific PRT,USD,558385,910062475,10/08/2024,,CNE100002MS8,300593.ZK,BEIJING RELPOW TECHNOLOGY CO LTD COM STK,495180488,529227527,(8500),8500,1.4125,1.3512,(12006.44),11484.96,521.48,0.00,0.00,521.48
New Holland TAF - Zentific PRT,USD,558385,910062475,10/08/2024,,CNE000001CC6,600516.SH,FANGDA CARBON NEW MATERIAL CO LTD COM ST,523991826,529227627,149000,(149000),0.5700,0.6098,84937.35,(90867.20),5929.85,0.00,0.00,5929.85
New Holland TAF - Zentific PRT,USD,558385,910062475,10/08/2024,,CNE1000030S9,603986.SH,GIGADEVICE SEMICONDUCTOR INC COM STK CNY,521561338,529227635,5000,(5000),9.9195,10.3545,49597.32,(51772.32),2175.00,0.00,0.00,2175.00
New Holland TAF - Zentific PRT,USD,558385,910062475,10/08/2024,,CNE1000030S9,603986.SH,GIGADEVICE SEMICONDUCTOR INC COM STK CNY,520108898,529227635,1400,(1400),11.0751,10.3545,15505.18,(14496.25),(1008.93),0.00,0.00,(1008.93)
New Holland TAF - Zentific PRT,USD,558385,910062475,10/08/2024,,CNE1000030S9,603986.SH,GIGADEVICE SEMICONDUCTOR INC COM STK CNY,519451244,529227635,300,(300),11.0118,10.3545,3303.53,(3106.34),(197.19),0.00,0.00,(197.19)
New Holland TAF - Zentific PRT,USD,558385,910062475,10/08/2024,,CNE000001675,600323.SH,GRANDBLUE ENVIRONMENT CO LTD COM STK CNY,523991687,529227289,5100,(5100),2.7709,2.8626,14131.83,(14599.48),467.65,0.00,0.00,467.65
New Holland TAF - Zentific PRT,USD,558385,910062475,10/08/2024,,CNE000001N70,002056.ZK,HENGDIAN GROUP DMEGC MAGNETICS CO LTD CO,527613647,529227516,8500,(8500),1.6356,1.7063,13902.35,(14503.44),601.10,0.00,0.00,601.10
New Holland TAF - Zentific PRT,USD,558385,910062475,10/08/2024,,CNE000001LR5,002042.ZK,HUAFU FASHION CO LTD COM STK CNY 1,528583276,529227291,31700,(31700),0.4346,0.4591,13777.37,(14553.32),775.95,0.00,0.00,775.95
New Holland TAF - Zentific PRT,USD,558385,910062475,10/08/2024,,CNE100000CR5,002270.ZK,HUAMING POWER EQUIPMENT CO LTD COM STK C,527613782,529227623,49300,(49300),2.1752,2.1634,107238.30,(106655.18),(583.12),0.00,0.00,(583.12)
New Holland TAF - Zentific PRT,USD,558385,910062475,10/08/2024,,CNE100002995,300529.ZK,JAFRON BIOMEDICAL CO LTD COM STK CNY 1,513336039,529227631,1700,(1700),3.6616,3.6452,6224.75,(6196.85),(27.90),0.00,0.00,(27.90)
New Holland TAF - Zentific PRT,USD,558385,910062475,10/08/2024,,CNE0000015P8,600422.SH,KPC PHARMACEUTICALS INC COM STK CNY 1,526220368,529227619,7800,(7800),1.7500,1.8664,13649.87,(14558.30),908.44,0.00,0.00,908.44
New Holland TAF - Zentific PRT,USD,558385,910062475,10/08/2024,,CNE000001LV7,002044.ZK,MEINIAN ONEHEALTH HEALTHCARE HOLDINGS CO,526554225,529227629,28300,(28300),0.4705,0.5065,13315.76,(14334.88),1019.13,0.00,0.00,1019.13
New Holland TAF - Zentific PRT,USD,558385,910062475,10/08/2024,,CNE000001139,600219.SH,SHANDONG NANSHAN ALUMINIUM CO LTD COM ST,490531018,529227512,124800,(124800),0.4549,0.5550,56768.04,(69264.05),12496.01,0.00,0.00,12496.01
New Holland TAF - Zentific PRT,USD,558385,910062475,10/08/2024,,CNE000000C82,601607.SH,SHANGHAI PHARMACEUTICALS HOLDING CO LTD,526220358,529227510,5900,(5900),2.5563,2.7950,15082.26,(16490.50),1408.24,0.00,0.00,1408.24
New Holland TAF - Zentific PRT,USD,558385,910062475,10/08/2024,,CNE1000018M7,300274.ZK,SUNGROW POWER SUPPLY CO LTD COM STK CNY,516763937,529227297,(7180),7180,9.8465,10.7810,(70698.07),77407.61,(6709.54),0.00,0.00,(6709.54)
New Holland TAF - Zentific PRT,USD,558385,910062475,10/08/2024,,CNE100001X76,002752.ZK,SUNRISE GROUP CO LTD COM STK CNY 1,519823846,529227523,22100,(22100),0.6530,0.6607,14432.28,(14601.19),168.91,0.00,0.00,168.91
New Holland TAF - Zentific PRT,USD,558385,910062475,10/08/2024,,CNE100002X67,603855.SH,WAROM TECHNOLOGY INCORPORATED CO COM STK,525181522,529227605,5800,(5800),2.2344,2.4945,12959.80,(14467.97),1508.17,0.00,0.00,1508.17
New Holland TAF - Zentific PRT,USD,558385,910062475,10/08/2024,,CNE000000S01,600096.SH,YUNNAN YUNTIANHUA CO LTD COM STK CNY 1,526220541,529227545,78400,(78400),2.6866,2.8050,210626.93,(219914.13),9287.20,0.00,0.00,9287.20
New Holland TAF - Zentific PRT,USD,558385,910062475,10/08/2024,,CNE000000S01,600096.SH,YUNNAN YUNTIANHUA CO LTD COM STK CNY 1,525181602,529227545,17800,(17800),2.8166,2.8050,50136.00,(49929.48),(206.52),0.00,0.00,(206.52)
New Holland TAF - Zentific PRT,USD,558385,910062475,10/08/2024,,CNE100000CT1,002273.ZK,ZHEJIANG CRYSTAL-OPTECH CO LTD COM STK C,527613660,529227293,6100,(6100),2.1707,2.3361,13240.99,(14250.39),1009.40,0.00,0.00,1009.40
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE100000734,601169.SH,BANK OF BEIJING CO LTD COM STK CNY 1,525613320,529537808,172100,(172100),0.7099,0.8132,122180.24,(139955.80),17775.56,0.00,0.00,17775.56
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE1000008M8,601601.SH,CHINA PACIFIC INSURANCE GROUP CO LTD COM,523704779,529537707,2100,(2100),4.1929,5.0391,8805.11,(10582.19),1777.08,0.00,0.00,1777.08
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE100000W03,601098.SH,CHINA SOUTH PUBLISHING & MEDIA GROUP CO,526220516,529543197,13800,(13800),1.8809,1.8595,25956.29,(25661.39),(294.89),0.00,0.00,(294.89)
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE100003662,300750.ZK,CONTEMPORARY AMPEREX TECHNOLOGY CO LTD C,528583230,529543535,(700),700,27.5138,31.8581,(19259.64),22300.69,(3041.05),0.00,0.00,(3041.05)
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE000000J28,600875.SH,DONGFANG ELECTRIC CORP LTD COM STK CNY 1,525613310,529541396,6300,(6300),1.7617,2.0343,11098.54,(12815.83),1717.29,0.00,0.00,1717.29
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE000001HV5,600483.SH,FUJIAN FUNENG CO LTD COM STK CNY 1,523705015,529537270,30200,(30200),1.4217,1.3570,42934.25,(40982.21),(1952.04),0.00,0.00,(1952.04)
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE000001675,600323.SH,GRANDBLUE ENVIRONMENT CO LTD COM STK CNY,523991687,529537265,1400,(1400),2.7709,2.9415,3879.33,(4118.10),238.77,0.00,0.00,238.77
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE0000019Z9,600598.SH,HEILONGJIANG AGRICULTURE CO LTD COM STK,522143324,529537271,(20200),20200,1.8002,1.9852,(36364.22),40100.70,(3736.48),0.00,0.00,(3736.48)
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE0000019Z9,600598.SH,HEILONGJIANG AGRICULTURE CO LTD COM STK,526220394,529537271,(15300),15300,1.8118,1.9852,(27720.05),30373.30,(2653.25),0.00,0.00,(2653.25)
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE000001LR5,002042.ZK,HUAFU FASHION CO LTD COM STK CNY 1,528583276,529543189,30000,(30000),0.4346,0.4767,13038.52,(14300.32),1261.81,0.00,0.00,1261.81
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE100000CR5,002270.ZK,HUAMING POWER EQUIPMENT CO LTD COM STK C,527613782,529537702,107300,(107300),2.1752,2.3209,233401.00,(249032.92),15631.92,0.00,0.00,15631.92
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE100002995,300529.ZK,JAFRON BIOMEDICAL CO LTD COM STK CNY 1,513336039,529537710,3700,(3700),3.6616,3.9881,13547.99,(14755.98),1207.99,0.00,0.00,1207.99
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE0000015P8,600422.SH,KPC PHARMACEUTICALS INC COM STK CNY 1,526220368,529543393,2400,(2400),1.7500,2.0029,4199.96,(4806.95),606.99,0.00,0.00,606.99
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE000001M06,002048.ZK,NINGBO HUAXIANG ELECTRONIC CO LTD COM ST,525181515,529541601,42900,(42900),1.7069,1.8999,73226.50,(81506.19),8279.69,0.00,0.00,8279.69
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE000001M06,002048.ZK,NINGBO HUAXIANG ELECTRONIC CO LTD COM ST,526554107,529541601,23400,(23400),1.6901,1.8999,39548.06,(44457.92),4909.87,0.00,0.00,4909.87
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE000001139,600219.SH,SHANDONG NANSHAN ALUMINIUM CO LTD COM ST,490821877,529541398,246200,(246200),0.4547,0.5856,111957.59,(144177.07),32219.48,0.00,0.00,32219.48
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE000001139,600219.SH,SHANDONG NANSHAN ALUMINIUM CO LTD COM ST,490531018,529541398,5500,(5500),0.4549,0.5856,2501.80,(3220.85),719.06,0.00,0.00,719.06
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE000001139,600219.SH,SHANDONG NANSHAN ALUMINIUM CO LTD COM ST,491650406,529541398,16500,(16500),0.4657,0.5856,7683.84,(9662.56),1978.72,0.00,0.00,1978.72
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE100005XJ7,688578.SH,SHANGHAI ALLIST PHARMACEUTICALS CO LTD C,525181645,529543550,1424,(1424),6.3272,6.5222,9009.98,(9287.55),277.57,0.00,0.00,277.57
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE100003LY6,688188.SH,Shanghai BOCHU Electronic Tech COM STK C,523992014,529537748,(432),432,21.9994,25.0154,(9503.76),10806.66,(1302.89),0.00,0.00,(1302.89)
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE0000011B7,600000.SH,SHANGHAI PUDONG DEVELOPMENT BANK CO LTD,527613711,529537258,13000,(13000),1.1950,1.4015,15535.23,(18219.77),2684.54,0.00,0.00,2684.54
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE100005PN5,688271.SH,SHANGHAI UNITED IMAGING HEALTHCARE CO LT,461373946,529537865,(485),485,19.9120,15.4163,(9657.31),7476.91,2180.40,0.00,0.00,2180.40
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE100000KY4,002346.ZK,SHANGHAI ZHEZHONG GROUP CO LTD COM STK C,521561334,529543512,34800,(34800),0.9539,1.1893,33194.33,(41386.87),8192.54,0.00,0.00,8192.54
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE100000KY4,002346.ZK,SHANGHAI ZHEZHONG GROUP CO LTD COM STK C,522143349,529543512,13900,(13900),0.9765,1.1893,13573.67,(16530.96),2957.29,0.00,0.00,2957.29
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE100002FD4,000166.ZK,SHENWAN HONGYUAN GROUP CO LTD COM STK CN,523992007,529543407,40100,(40100),0.5961,0.7063,23902.61,(28324.47),4421.86,0.00,0.00,4421.86
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE1000009H6,002215.ZK,SHENZHEN NOPOSION CROP SCIENCE CO LTD CO,525181164,529543510,(41400),41400,1.0861,1.1676,(44962.98),48337.85,(3374.87),0.00,0.00,(3374.87)
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE100000BM8,002238.ZK,SHENZHEN TOPWAY VIDEO COMMUNICATION CO L,522445495,529541604,(4400),4400,1.0279,1.1594,(4522.58),5101.41,(578.84),0.00,0.00,(578.84)
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE100000PW7,002422.ZK,SICHUAN KELUN PHARMACEUTICAL CO LTD COM,528282408,529537709,35100,(35100),3.7431,4.1720,131383.79,(146437.88),15054.09,0.00,0.00,15054.09
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE100003GS8,601598.SH,SINOTRANS LTD COM STK CNY 1,519451205,529541628,500,(500),0.6410,0.7357,320.50,(367.85),47.34,0.00,0.00,47.34
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE100001X76,002752.ZK,SUNRISE GROUP CO LTD COM STK CNY 1,519823846,529541620,20500,(20500),0.6530,0.6956,13387.41,(14260.20),872.78,0.00,0.00,872.78
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE000001B90,600582.SH,TIANDI SCIENCE & TECHNOLOGY CO LTD COM S,521379609,529537796,11000,(11000),0.7859,0.8706,8644.62,(9576.31),931.69,0.00,0.00,931.69
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE000001B90,600582.SH,TIANDI SCIENCE & TECHNOLOGY CO LTD COM S,491071676,529537796,11800,(11800),1.0424,0.8706,12300.75,(10272.77),(2027.98),0.00,0.00,(2027.98)
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE000001B90,600582.SH,TIANDI SCIENCE & TECHNOLOGY CO LTD COM S,493888866,529537796,81400,(81400),1.0387,0.8706,84547.11,(70864.68),(13682.43),0.00,0.00,(13682.43)
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE100002X67,603855.SH,WAROM TECHNOLOGY INCORPORATED CO COM STK,525181522,529537740,10300,(10300),2.2344,2.5502,23014.81,(26266.93),3252.11,0.00,0.00,3252.11
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE100002PC5,300628.ZK,YEALINK NETWORK TECHNOLOGY CO LTD COM ST,513338198,529543533,2700,(2700),4.7935,5.1834,12942.51,(13995.16),1052.66,0.00,0.00,1052.66
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE100005WX0,301301.ZK,YILI CHUANNING BIOTECHNOLOGY CO LTD COM,520768517,529537773,(1100),1100,1.5452,1.6917,(1699.69),1860.90,(161.22),0.00,0.00,(161.22)
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE000000S01,600096.SH,YUNNAN YUNTIANHUA CO LTD COM STK CNY 1,526220541,529537286,27200,(27200),2.6866,2.9304,73074.65,(79708.08),6633.43,0.00,0.00,6633.43
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE100000CT1,002273.ZK,ZHEJIANG CRYSTAL-OPTECH CO LTD COM STK C,527613660,529537816,6400,(6400),2.1707,2.4338,13892.19,(15576.42),1684.23,0.00,0.00,1684.23
New Holland TAF - Zentific PRT,USD,558385,910062475,10/09/2024,,CNE100001SP3,600023.SH,ZHEJIANG ZHENENG ELECTRIC POWER CO LTD C,525181429,529543526,5700,(5700),0.8357,0.8938,4763.51,(5094.39),330.89,0.00,0.00,330.89
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE0000018M9,600418.SH,ANHUI JIANGHUAI AUTOMOBILE GROUP CORP LT,498278075,529898764,(2200),2200,2.2790,3.5477,(5013.81),7805.05,(2791.24),0.00,0.00,(2791.24)
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE100000MZ7,002382.ZK,BLUE SAIL MEDICAL CO LTD COM STK CNY 1,518369062,529898935,16100,(16100),0.6396,0.7605,10297.62,(12243.52),1945.91,0.00,0.00,1945.91
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE000001PQ8,601872.SH,CHINA MERCHANTS ENERGY SHIPPING CO LTD C,527613727,529898830,16200,(16200),0.9244,1.1179,14975.26,(18110.53),3135.27,0.00,0.00,3135.27
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE000001PQ8,601872.SH,CHINA MERCHANTS ENERGY SHIPPING CO LTD C,526553892,529898830,62900,(62900),0.9041,1.1179,56865.77,(70318.04),13452.27,0.00,0.00,13452.27
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE1000008M8,601601.SH,CHINA PACIFIC INSURANCE GROUP CO LTD COM,523704779,529898777,56300,(56300),4.1929,5.4037,236060.88,(304225.99),68165.11,0.00,0.00,68165.11
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE100000W03,601098.SH,CHINA SOUTH PUBLISHING & MEDIA GROUP CO,526220516,529898782,44500,(44500),1.8809,1.9504,83699.62,(86794.31),3094.69,0.00,0.00,3094.69
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE000001NG4,601006.SH,DAQIN RAILWAY CO LTD COM STK CNY 1,523991694,529898771,(9800),9800,0.8556,0.9635,(8384.41),9442.68,(1058.27),0.00,0.00,(1058.27)
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE000000J28,600875.SH,DONGFANG ELECTRIC CORP LTD COM STK CNY 1,525613310,529898754,43100,(43100),1.7617,2.2063,75928.11,(95093.08),19164.97,0.00,0.00,19164.97
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE100003MR8,688018.SH,ESPRESSIF SYSTEMS SHANGHAI CO LTD COM ST,528282459,529899025,9664,(9664),12.7320,16.5900,123042.44,(160325.55),37283.11,0.00,0.00,37283.11
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE000001HV5,600483.SH,FUJIAN FUNENG CO LTD COM STK CNY 1,523705015,529901898,56800,(56800),1.4217,1.4365,80750.50,(81590.85),840.35,0.00,0.00,840.35
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE000001675,600323.SH,GRANDBLUE ENVIRONMENT CO LTD COM STK CNY,523991687,529898883,41000,(41000),2.7709,3.0479,113608.85,(124965.90),11357.05,0.00,0.00,11357.05
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE0000019Z9,600598.SH,HEILONGJIANG AGRICULTURE CO LTD COM STK,526220394,531235756,(69200),69200,1.8118,2.0837,(125374.34),144191.38,(18817.04),0.00,0.00,(18817.04)
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,Cncelled,CNE0000019Z9,600598.SH,HEILONGJIANG AGRICULTURE CO LTD COM STK,526220394,529901887,(69200),69200,1.8118,2.0837,(125374.34),144191.38,(18817.04),0.00,0.00,(18817.04)
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,Cancel,CNE0000019Z9,600598.SH,HEILONGJIANG AGRICULTURE CO LTD COM STK,526220394,529901887,69200,(69200),1.8118,2.0837,125374.34,(144191.38),18817.04,0.00,0.00,18817.04
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE000001N70,002056.ZK,HENGDIAN GROUP DMEGC MAGNETICS CO LTD CO,527613647,529898770,22400,(22400),1.6356,2.0181,36636.78,(45205.81),8569.04,0.00,0.00,8569.04
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE000001LR5,002042.ZK,HUAFU FASHION CO LTD COM STK CNY 1,528583276,529898767,28400,(28400),0.4346,0.5165,12343.13,(14669.77),2326.64,0.00,0.00,2326.64
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE100000CR5,002270.ZK,HUAMING POWER EQUIPMENT CO LTD COM STK C,527613782,529898836,10800,(10800),2.1752,2.4852,23492.37,(26839.66),3347.29,0.00,0.00,3347.29
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE100002T71,600025.SH,HUANENG LANCANG RIVER HYDROPOWER INC COM,526220555,529898849,10700,(10700),1.4665,1.6028,15691.78,(17149.49),1457.71,0.00,0.00,1457.71
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE100002995,300529.ZK,JAFRON BIOMEDICAL CO LTD COM STK CNY 1,513336039,529898940,3400,(3400),3.6616,4.4646,12449.51,(15179.64),2730.13,0.00,0.00,2730.13
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE000001CP8,600499.SH,KEDA INDUSTRIAL GROUP CO LTD COM STK CNY,520478009,529898766,4900,(4900),0.9328,1.2410,4570.93,(6080.74),1509.81,0.00,0.00,1509.81
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE0000015P8,600422.SH,KPC PHARMACEUTICALS INC COM STK CNY 1,526220368,529898887,56100,(56100),1.7500,2.2550,98174.03,(126504.10),28330.07,0.00,0.00,28330.07
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE000000HP9,600873.SH,MEIHUA HOLDINGS GROUP CO LTD COM STK CNY,523991682,529898758,100,(100),1.3507,1.5295,135.07,(152.95),17.88,0.00,0.00,17.88
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE000000HP9,600873.SH,MEIHUA HOLDINGS GROUP CO LTD COM STK CNY,525181094,529898758,9300,(9300),1.3187,1.5295,12264.34,(14224.10),1959.76,0.00,0.00,1959.76
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE000001LV7,002044.ZK,MEINIAN ONEHEALTH HEALTHCARE HOLDINGS CO,526554225,529898893,24400,(24400),0.4705,0.6183,11480.72,(15085.40),3604.68,0.00,0.00,3604.68
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE000001M06,002048.ZK,NINGBO HUAXIANG ELECTRONIC CO LTD COM ST,526554107,529898890,7100,(7100),1.6901,2.0407,11999.62,(14489.14),2489.51,0.00,0.00,2489.51
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,Cncelled,CNE100004QC9,688766.SH,PUYA SEMICONDUCTOR SHANGHAI CO LTD COM S,528282372,529902386,10732,(10732),8.1362,10.9534,87317.40,(117552.08),30234.68,0.00,0.00,30234.68
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,Cancel,CNE100004QC9,688766.SH,PUYA SEMICONDUCTOR SHANGHAI CO LTD COM S,528282372,529902386,(10732),10732,8.1362,10.9534,(87317.40),117552.08,(30234.68),0.00,0.00,(30234.68)
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE100004QC9,688766.SH,PUYA SEMICONDUCTOR SHANGHAI CO LTD COM S,528282372,531232543,10732,(10732),8.1362,10.9534,87317.40,(117552.09),30234.69,0.00,0.00,30234.69
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE000001139,600219.SH,SHANDONG NANSHAN ALUMINIUM CO LTD COM ST,491650406,529898821,182200,(182200),0.4657,0.6050,84848.19,(110238.88),25390.69,0.00,0.00,25390.69
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE100000M62,002376.ZK,SHANDONG NEW BEIYANG INFORMATION TECHNOL,521042041,529898779,6715,(6715),0.7226,0.9721,4852.18,(6527.93),1675.75,0.00,0.00,1675.75
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE100003LY6,688188.SH,Shanghai BOCHU Electronic Tech COM STK C,523992014,529898945,(7326),7326,21.9994,29.5531,(161167.95),216506.07,(55338.12),0.00,0.00,(55338.12)
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE0000013N8,600018.SH,SHANGHAI INTERNATIONAL PORT GROUP CO LTD,528282054,529898926,68500,(68500),0.7961,0.8890,54532.42,(60893.99),6361.57,0.00,0.00,6361.57
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE0000011B7,600000.SH,SHANGHAI PUDONG DEVELOPMENT BANK CO LTD,527613711,529898761,33000,(33000),1.1950,1.4315,39435.59,(47240.85),7805.26,0.00,0.00,7805.26
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE100005PN5,688271.SH,SHANGHAI UNITED IMAGING HEALTHCARE CO LT,461373946,529899032,(327),327,19.9120,17.0094,(6511.22),5562.09,949.13,0.00,0.00,949.13
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE100000KY4,002346.ZK,SHANGHAI ZHEZHONG GROUP CO LTD COM STK C,522143349,529899002,38700,(38700),0.9765,1.2211,37791.45,(47258.33),9466.88,0.00,0.00,9466.88
