Account Name,Settle CCY,Swap ID,Reference Account ID,Settle Date,Cancel,ISIN,RIC,Security Description,Open Trade,Close Trade,Open Quantity,Close Quantity,Open Price,Close Price,Open Trade Value,Close Trade Value,Gross PnL,Open Commission,Close Commission,Net PnL
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE100002FD4,000166.ZK,SHENWAN HONGYUAN GROUP CO LTD COM STK CN,523992007,529899016,18500,(18500),0.5961,0.8039,11027.39,(14871.66),3844.27,0.00,0.00,3844.27
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE100003T39,300832.ZK,SHENZHEN NEW INDUSTRIES BIOMEDICAL ENGIN,525613442,529898799,(6300),6300,9.5126,11.1579,(59929.16),70294.94,(10365.78),0.00,0.00,(10365.78)
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE000001LS3,600970.SH,SINOMA INTERNATIONAL ENGINEERING CO LTD,519452257,529898930,500,(500),1.3609,1.6009,680.44,(800.46),120.02,0.00,0.00,120.02
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE000001LS3,600970.SH,SINOMA INTERNATIONAL ENGINEERING CO LTD,527613781,529898930,36800,(36800),1.2657,1.6009,46576.87,(58913.62),12336.75,0.00,0.00,12336.75
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE100003GS8,601598.SH,SINOTRANS LTD COM STK CNY 1,519451205,529898854,800,(800),0.6410,0.7682,512.81,(614.54),101.74,0.00,0.00,101.74
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE1000018M7,300274.ZK,SUNGROW POWER SUPPLY CO LTD COM STK CNY,516763937,529899011,(20),20,9.8465,12.9114,(196.93),258.23,(61.30),0.00,0.00,(61.30)
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE100001X76,002752.ZK,SUNRISE GROUP CO LTD COM STK CNY 1,523704669,529899010,9600,(9600),0.6444,0.7485,6185.88,(7185.29),999.41,0.00,0.00,999.41
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE100001X76,002752.ZK,SUNRISE GROUP CO LTD COM STK CNY 1,519823846,529899010,9800,(9800),0.6530,0.7485,6399.84,(7334.98),935.15,0.00,0.00,935.15
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE100002X67,603855.SH,WAROM TECHNOLOGY INCORPORATED CO COM STK,525181522,529898796,22000,(22000),2.2344,2.7673,49157.86,(60881.63),11723.77,0.00,0.00,11723.77
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,Cncelled,CNE000001BJ3,600580.SH,WOLONG ELECTRIC GROUP CO LTD COM STK CNY,526220551,529902208,8200,(8200),1.4592,1.7836,11965.65,(14625.35),2659.70,0.00,0.00,2659.70
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,Cancel,CNE000001BJ3,600580.SH,WOLONG ELECTRIC GROUP CO LTD COM STK CNY,526220551,529902208,(8200),8200,1.4592,1.7836,(11965.65),14625.35,(2659.70),0.00,0.00,(2659.70)
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE000001BJ3,600580.SH,WOLONG ELECTRIC GROUP CO LTD COM STK CNY,526220551,531235758,8200,(8200),1.4592,1.7836,11965.65,(14625.35),2659.70,0.00,0.00,2659.70
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE100002PC5,300628.ZK,YEALINK NETWORK TECHNOLOGY CO LTD COM ST,513338198,529898941,4500,(4500),4.7935,5.9647,21570.85,(26841.00),5270.16,0.00,0.00,5270.16
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE000000S01,600096.SH,YUNNAN YUNTIANHUA CO LTD COM STK CNY 1,526220541,529902232,58100,(58100),2.6866,3.1499,156089.60,(183007.89),26918.29,0.00,0.00,26918.29
New Holland TAF - Zentific PRT,USD,558385,910062475,10/10/2024,,CNE100001SP3,600023.SH,ZHEJIANG ZHENENG ELECTRIC POWER CO LTD C,525181429,529898939,12600,(12600),0.8357,0.9366,10529.86,(11801.66),1271.81,0.00,0.00,1271.81
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,KYG0519B1023,6855.HK,ASCENTAGE PHARMA GROUP INTERNATIONAL COM,494625758,531391502,(4900),4900,2.4943,5.2341,(12222.18),25646.85,(13424.67),0.00,0.00,(13424.67)
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,KYG0519B1023,6855.HK,ASCENTAGE PHARMA GROUP INTERNATIONAL COM,490491650,531391502,(1500),1500,2.1897,5.2341,(3284.59),7851.08,(4566.49),0.00,0.00,(4566.49)
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,CNE100000205,3328.HK,BANK OF COMMUNICATIONS CO LTD COM STK CN,472423696,531391467,48000,(48000),0.5976,0.7836,28685.84,(37612.07),8926.22,0.00,0.00,8926.22
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,KYG1098A1013,9626.HK,BILIBILI INC COM STK USD,521042181,531391500,780,(780),13.7763,29.9364,10745.48,(23350.41),12604.93,0.00,0.00,12604.93
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,SG9999015267,2588.HK,BOC AVIATION LTD COM STK HKD,514242338,531391509,(8000),8000,8.6049,8.2392,(68839.51),65913.25,2926.26,0.00,0.00,2926.26
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,SG9999015267,2588.HK,BOC AVIATION LTD COM STK HKD,514595948,531391509,(1400),1400,8.8005,8.2392,(12320.64),11534.82,785.82,0.00,0.00,785.82
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,SG9999015267,2588.HK,BOC AVIATION LTD COM STK HKD,512801861,531391509,(8200),8200,8.2874,8.2392,(67956.49),67561.08,395.41,0.00,0.00,395.41
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,CNE100000296,1211.HK,BYD CO LTD-H COM STK CNY 1,520301768,531385751,(500),500,28.7982,38.5046,(14399.11),19252.28,(4853.18),0.00,0.00,(4853.18)
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,CNE100001QS1,1359.HK,CHINA CINDA ASSET MANAGEMENT CO LTD COM,518842635,531391519,254000,(254000),0.0810,0.1591,20563.56,(40403.45),19839.89,0.00,0.00,19839.89
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,CNE100001QS1,1359.HK,CHINA CINDA ASSET MANAGEMENT CO LTD COM,529537729,531391519,613000,(613000),0.0960,0.1591,58866.58,(97509.11),38642.54,0.00,0.00,38642.54
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,KYG210961051,2319.HK,CHINA MENGNIU DAIRY CO COM STK HKD .1,523704940,531391473,(13000),13000,1.6572,2.6037,(21543.61),33848.57,(12304.96),0.00,0.00,(12304.96)
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,KYG210961051,2319.HK,CHINA MENGNIU DAIRY CO COM STK HKD .1,513106589,531391473,(25000),25000,1.7894,2.6037,(44733.87),65093.41,(20359.54),0.00,0.00,(20359.54)
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,KYG210961051,2319.HK,CHINA MENGNIU DAIRY CO COM STK HKD .1,514242280,531391473,(8000),8000,1.6197,2.6037,(12957.69),20829.89,(7872.20),0.00,0.00,(7872.20)
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,KYG210961051,2319.HK,CHINA MENGNIU DAIRY CO COM STK HKD .1,513394066,531391473,(8000),8000,1.7621,2.6037,(14096.48),20829.89,(6733.41),0.00,0.00,(6733.41)
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,KYG210961051,2319.HK,CHINA MENGNIU DAIRY CO COM STK HKD .1,523992089,531391473,(27000),27000,1.6597,2.6037,(44812.51),70300.89,(25488.37),0.00,0.00,(25488.37)
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,CNE1000002N9,3323.HK,CHINA NATIONAL BUILDING MATERIAL CO LTD,520478451,531391394,296000,(296000),0.2920,0.4373,86439.48,(129447.82),43008.34,0.00,0.00,43008.34
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,CNE1000002P4,2883.HK,CHINA OILFIELD SERVICES LTD COM STK CNY,508027476,531391393,34000,(34000),0.9573,0.9498,32548.12,(32292.20),(255.92),0.00,0.00,(255.92)
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,KYG2118M1096,2669.HK,CHINA OVERSEAS PROPERTY HOLDINGS LTD COM,529517781,531391489,20000,(20000),0.7513,0.9035,15025.67,(18070.86),3045.19,0.00,0.00,3045.19
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,CNE1000021L3,3969.HK,CHINA RAILWAY SIGNAL & COMMUNICATION COR,493594420,531391397,48000,(48000),0.4018,0.4129,19287.78,(19821.18),533.40,0.00,0.00,533.40
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,KYG2108Y1052,1109.HK,CHINA RESOURCES LAND LTD COM STK HKD .1,529517801,531391518,28500,(28500),3.5206,3.8436,100336.74,(109542.31),9205.56,0.00,0.00,9205.56
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,CNE100000320,0038.HK,FIRST TRACTOR CO LTD COM STK CNY 1,509585819,531391512,(12000),12000,0.8384,1.0905,(10061.06),13085.87,(3024.81),0.00,0.00,(3024.81)
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,CNE100000379,0525.HK,GUANGSHEN RAILWAY CO LTD COM STK CNY 1,510292382,531391466,54000,(54000),0.2832,0.2914,15291.08,(15735.13),444.05,0.00,0.00,444.05
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,KYG5140J1013,1951.HK,JINXIN FERTILITY GROUP LTD COM STK USD .,503729157,531391501,(45500),45500,0.3916,0.4798,(17817.14),21831.84,(4014.70),0.00,0.00,(4014.70)
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,KYG5140J1013,1951.HK,JINXIN FERTILITY GROUP LTD COM STK USD .,400282366,531391501,(11500),11500,0.8681,0.4798,(9983.67),5517.94,4465.73,0.00,0.00,4465.73
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,KYG5140J1013,1951.HK,JINXIN FERTILITY GROUP LTD COM STK USD .,400060788,531391501,(21500),21500,0.8727,0.4798,(18762.21),10316.14,8446.07,0.00,0.00,8446.07
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,KYG5140J1013,1951.HK,JINXIN FERTILITY GROUP LTD COM STK USD .,399497675,531391501,(12000),12000,0.9613,0.4798,(11535.19),5757.85,5777.34,0.00,0.00,5777.34
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,KYG5140J1013,1951.HK,JINXIN FERTILITY GROUP LTD COM STK USD .,399047781,531391501,(11000),11000,0.9852,0.4798,(10837.13),5278.03,5559.10,0.00,0.00,5559.10
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,KYG5140J1013,1951.HK,JINXIN FERTILITY GROUP LTD COM STK USD .,399717273,531391501,(39500),39500,0.9230,0.4798,(36459.50),18952.91,17506.59,0.00,0.00,17506.59
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,KYG5140J1013,1951.HK,JINXIN FERTILITY GROUP LTD COM STK USD .,397441575,531391501,(7000),7000,0.9462,0.4798,(6623.11),3358.74,3264.37,0.00,0.00,3264.37
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,KYG5140J1013,1951.HK,JINXIN FERTILITY GROUP LTD COM STK USD .,499464458,531391501,(500),500,0.4011,0.4798,(200.55),239.91,(39.36),0.00,0.00,(39.36)
New Holland TAF - Zentific PRT,USD,558386,910062475,10/04/2024,,KYG5140J1013,1951.HK,JINXIN FERTILITY GROUP LTD COM STK USD .,398773305,531391501,(3000),3000,0.9345,0.4798,(2803.35),1439.46,1363.89,0.00,0.00,1363.89
